;COP;epsilon
63;1.109304045808167;0.3716615607656577
64;1.1275316226159118;0.37652670897243945
65;1.1441413714393598;0.38093227006867647
66;1.1593409292735075;0.3849407972528205
67;1.173302216707589;0.3886035546147791
68;1.1861689271300921;0.39196298736178914
69;1.1980622321343297;0.39505457685953466
70;1.2090851223561858;0.39790823723950963
71;1.2193257876581431;0.4005493903090291
72;1.2288602605260377;0.4029997980895731
73;1.237754505718531;0.4052782150289846
74;1.2460660873154976;0.40740090397944784
75;1.2538455099461736;0.4093820481183396
76;1.2611373066758087;0.41123408264156486
77;1.267980928028398;0.4129679639827059
78;1.2744114737082817;0.4145933899761019
79;1.280460298858321;0.41611898116381557
80;1.286155519439053;0.4175524310677737
81;1.2915224361544901;0.4189006315481551
82;1.2965838919718253;0.42016977797198624
83;1.301360575110816;0.421365457899791
84;1.3058712772822083;0.422492726307094
85;1.310133114687353;0.4235561696641866
86;1.3141617180337477;0.42455996078765124
87;1.3179713965918805;0.42550790599626526
88;1.321575281926663;0.4264034861967351
89;1.3249854455669867;0.42724989065536256
90;1.3282130161294552;0.4280500499406391
91;1.3312682679772538;0.4288066612164862
92;1.3341607059544625;0.4295222120812625
93;1.336899138789934;0.4301990011893256
94;1.3394917440182328;0.43083915642713316
95;1.3419461255621372;0.43144465098114465
96;1.3442693649470798;0.43201731758239237
97;1.3464680669664888;0.43255886116760106
98;1.3485484005137218;0.4330708701649889
